,text,date
2599,#snapchatfilters #errands #albany #humpday #red #imastar https://t.co/jMgwN21YvA,2017-10-12 21:38:17+00:00
2600,It was 87 degrees yesterday in #albany #cliftonpark and #saratogasprings which made traveling to #clients much more enjoyable happy #humpday https://t.co/xWCoV0ZJiP,2017-04-12 18:13:52+00:00
2601,Merry Christmas! #Boudoir #boudoirphotographers #upstateny #newyork #albanyny #albany #women #beautiful #lingerie https://t.co/cDAd2bvmSl,2022-06-07 01:19:32+00:00
2602,"Brienne doing the hands-bra thing.

#photography #artmodel #NSFW #boudoir #robe #lingerie #Albany #potd #bedroom #picoftheday #curvy #UpstateNY #beauty #female #SW #boobs #woman #portrait #glamour #implied #shadows #NYphotographer #bbw #jewelry #africanamerican https://t.co/ihV7HMiu1u",2020-09-19 13:49:16+00:00
2603,"Brienne in a super cute lingerie getup.

#photography #artmodel #NSFW #boudoir #lingerie #Albany #potd #bedroom #picoftheday #butt #curvy #UpstateNY #beauty #female #boobs #bra #woman #portrait #glamour https://t.co/TZ3C2g8c7a",2020-09-08 21:30:00+00:00
2604,"RT @LovinOurOwnKind: LUXURIOUS LOOKS BOUTIQUE
@looks_luxurious 

Beauty Starts Underneath ✨SHOP NOW! Read more here: https://t.co/7JZBuJs5y…",2020-05-25 17:52:42+00:00
2605,"LUXURIOUS LOOKS BOUTIQUE
@looks_luxurious 

Beauty Starts Underneath ✨SHOP NOW! Read more here: https://t.co/7JZBuJs5yE

#BlackOwnedBusiness #Albany #lingerie #shopnow #SupportBlackBusiness #SmallBusiness #LOVINGOUROWNKIND https://t.co/H2dJJ2D5qi",2020-05-25 17:24:24+00:00
2606,"Alanic Wholesale : Wholesale Lingerie Manufacturer  In USA!
Visit - https://t.co/RDhCjGQMbc

#wholesalers #lingerie #texas #newyork #illinois #Melbourne #miami #florida #california #fitness #LosAngeles #CherryHill #Edmond #Albany #Belfast #Sydney",2020-04-18 06:05:26+00:00
2607,"RT @Kn_ockers77: Sheer skirt. Great for teaming up with a swimsuit or layering. 

Albany Skirt £10
One Size

#KnockersKnickers #Skirt #Shee…",2020-02-19 07:02:38+00:00
2608,"Sheer skirt. Great for teaming up with a swimsuit or layering. 

Albany Skirt £10
One Size

#KnockersKnickers #Skirt #Sheer #Albany #lingerie #Swimwear https://t.co/9HuaCOBk7R",2020-02-18 16:01:26+00:00
2623,"#Lingerie shop opens in downtown #Albany ,,,,,,,,,https://t.co/qoHwBuQ8W5-",2017-01-04 07:50:59+00:00
2624,"RT @sifu_jo3: Sparring Practice.

Beat: ""Code of the streets"" by @gangstarr
•
•
•
#LAME #SifuJo3 #Carlo #LivingAsMeEveryday #Albany #Georgi…",2022-05-12 06:05:52+00:00
2625,"RT @sifu_jo3: Sparring Practice.

Beat: ""Code of the streets"" by @gangstarr
•
•
•
#LAME #SifuJo3 #Carlo #LivingAsMeEveryday #Albany #Georgi…",2022-05-12 06:05:39+00:00
2626,"RT @sifu_jo3: Sparring Practice.

Beat: ""Code of the streets"" by @gangstarr
•
•
•
#LAME #SifuJo3 #Carlo #LivingAsMeEveryday #Albany #Georgi…",2022-05-09 21:27:59+00:00
2627,"Sparring Practice.

Beat: ""Code of the streets"" by @gangstarr
•
•
•
#LAME #SifuJo3 #Carlo #LivingAsMeEveryday #Albany #Georgia #Freestyle #Bars #IndieArtist #HipHop #Rap @ Albany, Georgia https://t.co/KgVAL7s94K",2022-05-09 21:26:40+00:00
2628,"Sparring Practice.

Beat: ""Code of the streets"" by @gangstarr
•
•
•
#LAME #SifuJo3 #Carlo #LivingAsMeEveryday #Albany #Georgia #Freestyle #Bars #IndieArtist #HipHop #Rap @ Albany, Georgia https://t.co/QwmcrJQscU",2022-05-09 20:31:45+00:00
2629,"RT @TurQSinatra: BITCH I BEEN BALLIN' 💯

We Fly High 🔥🔥🔥 Stream ""Who Is Big TurQ?"" On SoundCloud &amp; AudioMack Now. #FreeStyle #EP #2020 #Alb…",2021-05-28 14:34:19+00:00
2630,Who's Ready for some BARZ #mieazy #sicksociety #sickclick #utica #uticany #Syracuse #albany #rochester #buffalo #Brooklyn #newyork #orlando #florida #rap #hiphop #bars #freestyle #like #follow #followme… https://t.co/mV4HZSvnQp,2020-07-24 14:11:26+00:00
2631,"RT @TurQSinatra: BITCH I BEEN BALLIN' 💯

We Fly High 🔥🔥🔥 Stream ""Who Is Big TurQ?"" On SoundCloud &amp; AudioMack Now. #FreeStyle #EP #2020 #Alb…",2020-03-06 16:02:47+00:00
2632,"RT @TurQSinatra: BITCH I BEEN BALLIN' 💯

We Fly High 🔥🔥🔥 Stream ""Who Is Big TurQ?"" On SoundCloud &amp; AudioMack Now. #FreeStyle #EP #2020 #Alb…",2020-03-05 17:27:27+00:00
2633,"BITCH I BEEN BALLIN' 💯

We Fly High 🔥🔥🔥 Stream ""Who Is Big TurQ?"" On SoundCloud &amp; AudioMack Now. #FreeStyle #EP #2020 #Albany #Atlanta #BestRapper #IndependentArtist https://t.co/uiXg334IeC",2020-03-05 17:01:29+00:00
2634,"Now booking for July hmu or @snuffovisions 🦈🦈🦈

#hiphop #cypher #freestyle #newyork #upstateny #troy #518 #troy #albany #newyorklife #summer #instagood #instafamous #photooftheday #snuffo #flood #AMGMAFIA #ASTRX… https://t.co/nzOvPZwWhy",2019-06-24 17:22:04+00:00
2635,#NewProfilePic #single #Colt45 #debut #album #Capo #new #producers #Anonymous #Independent #music #NowPlaying #Rappers #TrapMusic #HipHop #FREESTYLE #NewYork #LA #NYC #Cali #Mixtape #RnB #np #radio #Utica #Rome #Syracuse #Rochester #Buffalo #Cleveland #Binghamton #Albany #Atlanta,2019-06-16 19:27:20+00:00
2636,"RT @Odd_Ballers: “What’s Free” FreeStyle by. #ODDBALLERS (@J_R_Los) 
🎥 by. @toralaifilms 
@meekmill @richforever @rocnation 
#WhatsFree #Fr…",2019-02-06 14:24:03+00:00
2637,"RT @Odd_Ballers: “What’s Free” FreeStyle by. #ODDBALLERS (@seddyb_) 🎥 by. @toralaifilms 
@meekmill @richforever @rocnation 
#WhatsFree #Fre…",2019-02-05 19:20:08+00:00
2638,"“What’s Free” FreeStyle by. #ODDBALLERS (@J_R_Los) 
🎥 by. @toralaifilms 
@meekmill @richforever @rocnation 
#WhatsFree #Freestyle #MeekMill #RickRoss #JayZ #HipHop #Music #Artists #WhatsFreeFreestyle #WhatsFreeCover #Cover #Atlanta #Albany #Georgia #GA #SeddyB #JRLos #LinkInBio https://t.co/OplC7E2VTV",2019-02-05 16:33:17+00:00
2639,"“What’s Free” FreeStyle by. #ODDBALLERS (@seddyb_) 🎥 by. @toralaifilms 
@meekmill @richforever @rocnation 
#WhatsFree #Freestyle #MeekMill #RickRoss #JayZ #HipHop #Music #Artists #WhatsFreeFreestyle #WhatsFreeCover #Cover #Atlanta #Albany #Georgia #GA #SeddyB #JRLos #LinkInBio https://t.co/jfJ7TjIM3n",2019-02-05 16:29:03+00:00
2640,#freestyle #dirtysouth #atlanta #albany #georgia #hiphop #flow #bars #content #complex #xxl #music #countryraptunes #trapmuzik #wordsmith #rap #undergroundhiphop #undergroundartist #artist… https://t.co/tvVHdGJlqP,2018-12-10 03:49:23+00:00
2641,RT @YungRell101: @CASANOVA_2X @chazmoney Back with another #SundayDinner Freestyle on @casanova_2x  211 beat 🔥🔥🔥🔥.              #Doooo #Uns…,2018-11-26 05:49:51+00:00
2642,@CASANOVA_2X @chazmoney Back with another #SundayDinner Freestyle on @casanova_2x  211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel #hiphop #verses #freestyle #casanova #unitedmasters #talent #albany #blackandwhite #chucky #watch https://t.co/ROOzlCs7VF,2018-11-26 05:47:31+00:00
2643,@DatPiff @CASANOVA_2X @chazmoney Back with another #SundayDinner Freestyle on @casanova_2x  211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel #hiphop #verses #freestyle #casanova #unitedmasters #talent #albany #blackandwhite #chucky #watch https://t.co/shTwe9IJfR,2018-11-26 05:46:44+00:00
2644,@HotNewHipHop @CASANOVA_2X @chazmoney Back with another #SundayDinner Freestyle on @casanova_2x  211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel #hiphop #verses #freestyle #casanova #unitedmasters #talent #albany #blackandwhite #chucky #watch https://t.co/l2LwFR2QYq,2018-11-26 05:45:31+00:00
2645,@HotNewHipHop @CASANOVA_2X @chazmoney Back with another #SundayDinner Freestyle on @casanova_2x  211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel #hiphop #verses #freestyle #casanova #unitedmasters #talent #albany #blackandwhite #chucky #watch https://t.co/UZfrmE1ery,2018-11-26 05:44:32+00:00
2646,@CASANOVA_2X @chazmoney Back with another #SundayDinner Freestyle on @casanova_2x  211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel #hiphop #verses #freestyle #casanova #unitedmasters #talent #albany #blackandwhite #chucky #watch https://t.co/PG6jP830ul,2018-11-26 05:43:35+00:00
2647,@CASANOVA_2X @chazmoney Back with another #SundayDinner Freestyle on @casanova_2x  211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel #hiphop #verses #freestyle #casanova #unitedmasters #talent #albany #blackandwhite #chucky #watch https://t.co/h40Ga6Xt2p,2018-11-26 05:42:37+00:00
2648,RT @YungRell101: @chazmoney21 Back with another #SundayDinner Freestyle on @CASANOVA_2X 211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolab…,2018-11-26 04:55:26+00:00
2649,RT @YungRell101: @chazmoney21 Back with another #SundayDinner Freestyle on @CASANOVA_2X 211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolab…,2018-11-26 04:54:37+00:00
2650,RT @D40Lyfe: @chazmoney21 Back with another #SundayDinner Freestyle on @CASANOVA_2X  211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel…,2018-11-26 04:54:30+00:00
2651,@chazmoney21 Back with another #SundayDinner Freestyle on @CASANOVA_2X  211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel #hiphop #verses #freestyle #casanova #unitedmasters #talent #albany #blackandwhite #chucky #watch https://t.co/87bnm8xCQu,2018-11-26 04:54:15+00:00
2652,@chazmoney21 Back with another #SundayDinner Freestyle on @CASANOVA_2X 211 beat 🔥🔥🔥🔥.              #Doooo #Unsigned #nolabel #hiphop #verses #freestyle #casanova #unitedmasters #talent #albany #blackandwhite #chucky #watch https://t.co/DagfNRv76N,2018-11-26 04:52:40+00:00
2653,"Same day I drop, we on the radio. Much love to @M_RioJohnson 

CLICK THAT LINK IN MY BIO‼️‼️‼️‼️‼️‼️ NEW FREESTYLE OUT‼️‼️‼️

#freestyle #soundcloud #djhollywood #albany #capitalregion… https://t.co/LRRdZtXlAy",2018-07-24 02:58:16+00:00
2654,"NEW SONG!! I made a new rap song,,, beat by #MeToo  SEND IN CASH!!  https://t.co/X8hp12oScw  #freestyle #rapping #barz #lit #nice #JoeBuddenPodcast 
 #hiphop #MusicVideos #MusicMonday #Albany #NewYork #Rappers #vibes",2018-07-22 15:34:39+00:00
2655,"hAVe a gOod DaY, &amp; THANK GOD 🙌
A 🔥 freestyle by Jo3 h3nson.
LIKE❗SHARE❗COMMENT❗SUBSCRIBE❗FOLLOW❗
#LAME #Jo3h3nson #Briley #AllBany #Albany #GA #Georgia #HipHop #Rap #Freestyle #Lyrical #Bars #SouthernRap #GoodMusic #IndieArtist #KanyeWest #30Hours
https://t.co/FnStUCQeSb",2018-06-13 15:35:50+00:00
2656,#avon518 #motivation #hope #love #hustle #work #dreams #goals #failure #success #new #artist  #518 #albany #newyork #hiphop #worldstarhiphop #music #spotify #mondaytomonday #soundcloud #rap #beatstars #bars #freestyle #complex #xxl #xxlfreshman #musicvideos #undergroundhiphop,2018-06-05 16:20:13+00:00
2657,Check out my track from BattleMe! https://t.co/00PPlqsb3O #hotels #80. #Albany. #essex. #freestyle,2017-07-15 20:55:43+00:00
2658,#freestyle #liveshow #hiphopmusic https://t.co/RN60m4KLCH #blackmoon #lyrics #rap #rapper #rappers #albany #undergroundhiphop #music,2017-03-18 17:36:01+00:00
2659,"My daddy said I can’t even come to his church ⛪️ 😂🎭💎🤦🏽‍♂️😳🪞⭕️💚🔥♐️ #ChurchOrCult #Daddy #Pastor #offer #asabove #sobelow #alterworld #Bitcoin #mydaddymoses #Albany #albanyga 

-Divine D",2021-12-10 22:04:49+00:00
2661,"Last night’s opening night LEWK. 
.
.
.
#OpeningNight #Lewk #TheFullMonty #CapitalRepertoryTheatre #CapitalRep #TheRep #Albany #NY #NewYork #UpstateNY #Actor #Dancer #Fasion #DadGlasses #Daddy #instagay… https://t.co/y8575BoRdv",2019-07-10 18:05:36+00:00
2662,"Lil mama's Got her front row view 👌🏻
.
.
.
#daddysgirl #daddy #father #dad #proud #prouddad #football #afl #albany #upstate #upstateny #iloveny #newyork #ny #518 #smallbany #empire #riseoftheempire… https://t.co/A3EpUpMV3B",2019-06-02 00:37:34+00:00
2663,"Best player in the AFL.... Yeah, I said it 💪🏼🏈🔥 @malachijones_7 @AlbanyAFL
.
.
.
#daddysgirl #daddy #father #dad #proud #prouddad #football #afl #albany #upstate #upstateny #iloveny #newyork #ny #518 #smallbany… https://t.co/ZaVkpKO5Ev",2019-06-01 23:58:50+00:00
2664,"Rocking her @AlbanyAFL hat today.
.
.
.
#daddysgirl #daddy #father #dad #proud #prouddad #daughter #albany #empire #albanyny #albanyempire #unfinishedbusiness #upstateny #iloveny #newyork… https://t.co/1QnVoTOht4",2019-05-09 17:38:02+00:00
2665,"Rocking her @AlbanyAFL hat today.
.
.
.
#daddysgirl #daddy #father #dad #proud #prouddad #daughter #albany #empire #albanyny #albanyempire #unfinishedbusiness #upstateny #iloveny #newyork… https://t.co/eapek5P0R0",2019-05-09 17:33:55+00:00
2666,"Seven years ago my life changed, my baby who I thought at the time as my first, was actually my 2nd born 23! The first live in Louisiana! Now 3 girls later including my 14 year old! I love fatherhood, it changes you forever! #fathers #albany #daddy #baby #streetz945 #love #babies https://t.co/g0l0lKKrqu",2018-12-10 14:00:25+00:00
2667,daddy's 70th surprise birthday #diptic #birthday #daddy #surprise #albany #chinavillage #banquet… https://t.co/5U0x4TtveG,2017-04-03 04:59:00+00:00
2668,"RT @BuffyDevine1: Who is down for a Manic Monday? I have full availability today in #Albany. So, make me your lunch break, your afternoon m…",2022-07-18 19:16:22+00:00
2669,"Who is down for a Manic Monday? I have full availability today in #Albany. So, make me your lunch break, your afternoon meeting, or an after work wind down. DM  or email me to make arrangements. *kisses* #gfe #courtesan #makeoutmonday https://t.co/e9Wb0GFJ71",2022-07-18 10:08:43+00:00
2671,RT @BuffyDevine1: #solongago #gfe #albany #courtesan #fmty https://t.co/1Gi3BOfzeW,2022-07-13 02:15:03+00:00
2677,RT @BuffyDevine1: #solongago #gfe #albany #courtesan #fmty https://t.co/1Gi3BOfzeW,2022-07-11 10:49:41+00:00
2678,RT @BuffyDevine1: #solongago #gfe #albany #courtesan #fmty https://t.co/1Gi3BOfzeW,2022-07-11 10:36:15+00:00
2679,#solongago #gfe #albany #courtesan #fmty https://t.co/1Gi3BOfzeW,2022-07-11 10:31:18+00:00
2681,"RT @BuffyDevine1: Good afternoon…I always wear stockings, lingerie &amp; heels. All to make sure you have a happy Hump Day! #gfe #albany #court…",2022-07-08 17:59:50+00:00
2686,"RT @BuffyDevine1: Manday means #slutredlipstick
It gets their attention. 
DM me or email at DateBuffyDevine@proton.me
I have availability i…",2022-06-29 18:23:27+00:00
2687,"Manday means #slutredlipstick
It gets their attention. 
DM me or email at DateBuffyDevine@proton.me
I have availability in the Albany, NY area this week #albany #gfe #courtesan https://t.co/XA8kc7iZSe",2022-06-13 10:43:11+00:00
2688,#fightinflation #gfe #courtesan #albany #newyork #ranked#1 https://t.co/WODhnCIE0C,2022-06-08 16:50:25+00:00
2689,"Good afternoon…I always wear stockings, lingerie &amp; heels. All to make sure you have a happy Hump Day! #gfe #albany #courtesan #COMPANION #afternoondelight https://t.co/ebFOy1NOj8",2022-06-08 16:40:54+00:00
2690,I may need a little help with my stockings. Can you give me a hand? #gfe #lacestockings #comapion #courtesan #albany #blacklace https://t.co/ARXHknzjBL,2022-06-08 16:30:48+00:00
2691,Its hump day! Ready to get over the hump? DM me for the best GFE in Albany. I know all the fun things a girl needs to know. #gfecompanion #gfe #tryst #albany #courtesan https://t.co/uvzjz8IFnG,2022-06-08 16:22:28+00:00
2694,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-19 04:34:45+00:00
2695,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-15 06:08:20+00:00
2696,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-13 13:27:35+00:00
2697,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-12 01:36:09+00:00
2698,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-12 01:34:05+00:00
2699,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-11 05:36:14+00:00
2700,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-10 22:19:07+00:00
2701,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-08 04:32:24+00:00
2702,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-08 03:47:12+00:00
2703,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-08 01:31:56+00:00
2704,"RT @davinafayette: #Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-08 01:00:52+00:00
2705,"#Albany 
8/6-8/12

https://t.co/5PVKZd2rZi

#courtesan #blonde #companion #date

📸 @boudoirbklyn https://t.co/hSbwk2pYck",2019-08-08 00:59:19+00:00
2707,"RT @RainbowBrightxo: Who wants to do a cash meet?

#albany #capitaldistrict #nyc #newyorkfindom #nycfindom #findom #cashmeet #feetpics #los…",2022-07-30 09:58:52+00:00
2708,"Who wants to do a cash meet?

#albany #capitaldistrict #nyc #newyorkfindom #nycfindom #findom #cashmeet #feetpics #loser #beta #betaporn https://t.co/ZO6NI9pr58",2022-07-27 22:49:51+00:00
2709,RT @footboicuse: Looking for more foot models in the area. Hmu for foot sessions! #upstateny #ny #nys #nyc #NewYorkCity #NewYork #syracuse…,2022-07-03 19:14:42+00:00
2710,RT @footboicuse: Cashmeet Foot Sessions! #upstateny #ny #feetworship #nys #NewYorkCity #NYC #NewYork #newyorkstate #syracuse #ny #upstate #…,2022-07-03 19:14:29+00:00
2712,RT @footboicuse: Looking for more foot models in the area. Hmu for foot sessions! #upstateny #ny #nys #nyc #NewYorkCity #NewYork #syracuse…,2022-04-01 16:50:40+00:00
2714,RT @footboicuse: Cashmeet Foot Sessions! #upstateny #ny #feetworship #nys #NewYorkCity #NYC #NewYork #newyorkstate #syracuse #ny #upstate #…,2022-03-02 11:05:31+00:00
2715,Cashmeet Foot Sessions! #upstateny #ny #feetworship #nys #NewYorkCity #NYC #NewYork #newyorkstate #syracuse #ny #upstate #albany #buffalo #Rochester #cny #findom #femdom #footslavery #footsession #cashmeet @cashpointmeets @Cashmeet1 https://t.co/BsIqrL4LMr,2022-02-28 17:02:22+00:00
2716,Looking for more foot models in the area. Hmu for foot sessions! #upstateny #ny #nys #nyc #NewYorkCity #NewYork #syracuse #Rochester #Buffalo #Albany #findom #femdom #cashmeet #footsessions #domme #sub #footslave #paypig #cashcow #rtsession https://t.co/bXagEG8NPl,2022-02-25 17:24:55+00:00
2717,"RT @AriDaDom: I enjoyed myself tonight! Every #footbitch fantasy! 
#distractionfetish #footfetish #feet #ebonyfeet #findom #femdom #Albany…",2021-03-30 00:27:16+00:00
2718,RT @PredatoryKat: Available for #cashmeets Sat &amp; Sun in #EggHarbor #AtlanticCity &amp; on My trip home Sun in #Albany or *convince* Me to come…,2019-06-05 18:26:36+00:00
2719,"Available for #cashmeets Sat &amp; Sun in #EggHarbor #AtlanticCity &amp; on My trip home Sun in #Albany or *convince* Me to come through #Bridgeport #NewHaven #findom #cashpointmeet #cashpointmeets #cashmeet @RTfindom @cashpointmeets
@rtpig @cashpointmeetup
@rtfindompromo @UScashmeets",2019-06-05 16:58:09+00:00
2720,"I'm available for #cashmeets #cashpoint #cashpointmeet 
In Clifton Park N.Y.
#upstateny #ny #saratoga #albany #capitalregion 

#findom #findomme #financialdomination #financialdominatrix",2019-04-01 21:18:12+00:00
2724,RT @DominantJadeSun: #Newyork #newyorkcity #albany #longisland #boston #Massachusetts #kingston #ny #catskills #sub #slave #findom #femdom…,2018-04-24 20:57:55+00:00
2725,#Newyork #newyorkcity #albany #longisland #boston #Massachusetts #kingston #ny #catskills #sub #slave #findom #femdom https://t.co/WuLlFXXXRy,2018-04-24 20:22:37+00:00
2726,"RT @Fineese_Queen: Your money will always look better in my hands

Something light you know 😂

#Cashmeets #Albany #Findom #Femdom #humiliat…",2018-03-30 13:44:33+00:00
2727,"RT @Fineese_Queen: Your money will always look better in my hands

Something light you know 😂

#Cashmeets #Albany #Findom #Femdom #humiliat…",2017-12-30 01:15:22+00:00
2728,"Your money will always look better in my hands

Something light you know 😂

#Cashmeets #Albany #Findom #Femdom #humiliatrix #ballbusting https://t.co/91mpnz7yWC",2017-12-30 00:21:28+00:00
2729,"Which one of your father's going to take me take me shopping? Hmmmmm

#shoppingslave #findom #albany #spoilgoddess #NY #yourfathersgoddess",2017-06-18 13:58:03+00:00
2730,"RT @AriDaDom: I enjoyed myself tonight! Every #footbitch fantasy! 
#distractionfetish #footfetish #feet #ebonyfeet #findom #femdom #Albany…",2017-06-18 04:07:17+00:00
2731,"I enjoyed myself tonight! Every #footbitch fantasy! 
#distractionfetish #footfetish #feet #ebonyfeet #findom #femdom #Albany #NY https://t.co/aCGSmz3TJ4",2017-06-18 03:01:45+00:00
2732,"Shoe Shopping! I know you #footworship slaves wish you were here to shop for me 👡👠👢👟 
#findom #shoefetish #footslave #shoppingslave #Albany https://t.co/cNi5BGw1Kv",2017-06-10 17:12:21+00:00
2734,"RT @AriDaDom: I think its time for me to take over #Albany !!! My presence is definitely needed in this boring city😈

#Findom #FemDom #Ebon…",2017-06-07 12:33:14+00:00
2735,"RT @SLoswer: Reminder to anyone in #albany #hudsonvalley #MA #VT #NY 
Now is your chance to serve @dominantjade in person.

#realtime #cash…",2017-06-06 03:28:47+00:00
2736,"RT @SLoswer: Reminder to anyone in #albany #hudsonvalley #MA #VT #NY 
Now is your chance to serve @dominantjade in person.

#realtime #cash…",2017-06-06 01:51:06+00:00
2737,"Reminder to anyone in #albany #hudsonvalley #MA #VT #NY 
Now is your chance to serve @dominantjade in person.

#realtime #cashmeets #findom https://t.co/wpTAy0dBtF",2017-06-06 01:47:00+00:00
2738,"I think its time for me to take over #Albany !!! My presence is definitely needed in this boring city😈

#Findom #FemDom #EbonyGoddess #Slay",2017-05-28 11:37:00+00:00
2739,Ain't no sluts in Albany or Latham NY. Anyone one down for a quicky? #Albany #Latham #518 #lonely #fwb,2022-06-29 14:31:00+00:00
2740,RT @A4Horg: #NewYork #NSA #SMB #HHS #CMS #patients #medtwitter #medicine #healthcare #healthinsurance #Albany #surprisemedicalbills #policy…,2022-06-28 11:41:23+00:00
2741,"#NewYork #NSA #SMB #HHS #CMS #patients #medtwitter #medicine #healthcare #healthinsurance #Albany #surprisemedicalbills #policy #health #cartel #politics @NYDFS @KathyHochul @askUHC @CMSGov 

@SecBecerra
@BrooksLaSureCMS
@WHCOS
@RonaldKlain
@BethLynkDC
@lovenheim
@HHSGov",2022-06-27 14:24:28+00:00
2742,"#NewYork #Albany #patients #healthcare #COVID19 #medicine #policy #SMB #NSA #surprisemedicalbills #fairIDR #politics #medtwitter #insurance #NY #health #hospitals #physicians #NYC 

@KathyHochul
@NYSenate
@NYSenDems
@NYSenateDems
@NYSSRCC
@NYS_AM
@BrianBenjaminNY
@LtGovBenjamin",2022-03-24 17:37:45+00:00
2744,"Nashville's own looking good down here in Albany, GA representing Clark Atlanta University #Nashville #Tennessee #Atlanta #Georgia #Albany #NSA #NashvilleSchoolOfTheArts #CAU #HBCU… https://t.co/ISydphBUkZ",2018-10-20 21:29:24+00:00
2745,RT @KRFront: NAS pensacola suspicious package weapons cache drug trade NB corona http://t.co/TTRyBArbQL #krf #NSA #PRISM #albany #assassina…,2017-06-12 21:57:05+00:00
2746,"#InsiderSecret: our Bean Bags are great #HOT, too! Here is Grady checking in from the #Catskills with a nice lil’ #camping setup, showing off a fresh pot ⛺️🔥☕️ GET SOME! 👉 https://t.co/23xC3GH2pK

#Gradys #GradysHotBrew #GradysColdBrew #HotCoffee #Chicory #NoBullcraft https://t.co/XwZPycSkZW",2020-09-27 14:56:10+00:00
2747,"12 Girls Nickelodeon Shimmer ‘n Shine Via Walmart 

*ONLY $49.00* (Reg $89.00)
 https://t.co/R5p7OK3v0R

#walmart #walmsrtdeals #walmartsale #dealhunter #freeshipping #beststore #bestdeal #dealoftheday #jewishdeal #catskills #upsate #upsateny #summer2019 #goingtocamp #frum #hot https://t.co/HYEABamckT",2019-07-10 16:55:19+00:00
2748,"Infant Optics DXR-8 3.5"" Video Baby Monitor Via Amazon *ONLY $69.09* Shipped! (Reg $165)

 https://t.co/GBmqR52G1s

#camp #campsupplies #summer #frum #hasidic #summercamp #jewishcamp #jewishcountry #catskills #upsate #upsateny #summer2019 #amazondeals #onlinedeals #savings #hot https://t.co/OdlZgCKCnb",2019-06-25 17:52:15+00:00
2749,"*HOT DEAL!* Quick Dry Swim Trunks (27 Styles) Via Amazon *ONLY $12.99* Shipped! (Reg $26)
 https://t.co/NVJtufcJ2o

#amazondeals #onlinedeals #camp #swiming #pool #hasidic #jewish #jews #country #catskills #upsate #upsateny #summer2019 #goingtocamp #mensswimsuit #dealhunter #hot https://t.co/qP8L5f0ZsU",2019-06-24 23:21:26+00:00
2750,Special coffee #libertydiner #specialcoffee #cold #warmup #catskills #thanksgiving #yummy #hot #upstateny https://t.co/gfuQ4fj99r,2018-11-22 01:20:44+00:00
2751,Special coffee #libertydiner #specialcoffee #cold #warmup #catskills #thanksgiving #yummy #hot #upstateny @ Official Liberty Diner &amp; Restaurant https://t.co/Qe0Alyg0i8,2018-11-22 01:20:35+00:00
2753,"Fire starter
#fire #fire #fire #glamping #fire #hot #fire #yurt #sparks #catskills #palenville… https://t.co/PNo0LbGLmL",2017-09-17 01:57:24+00:00
2754,",#muddywaters. Going to be #hot  off to the #CATSKILLS https://t.co/EE33mr2aeq",2017-07-16 09:17:19+00:00
